"","ID","Glottocode","Parameter_ID","Form","speaker","mf","consonant","vowel","reduplication"
"2316","p_morgan1871cayugacayu1261-mM-1","cayu1261","mM","knoʼ-hä","m","M",NA,NA,NA
"2317","p_morgan1871cayugacayu1261-mF-1","cayu1261","mF","häʼ-nih","m","F",NA,NA,NA
"2318","p_morgan1871cherokeecher1273-mM-1","cher1273","mM","e-tsǐʼ","m","M",NA,NA,NA
"2319","p_morgan1871cherokeecher1273-mF-1","cher1273","mF","e-dauʼ-ke","m","F",NA,NA,NA
"2320","p_morgan1871chibchanewgranadachib1270-mF-1","chib1270","mF","pǎʼ-bä","m","F",NA,NA,NA
"2321","p_morgan1871chibchanewgranadachib1270-mM-1","chib1270","mM","gǎ-ǔ-iʼ-ä","m","M",NA,NA,NA
"2322","p_morgan1871chickasachic1270-mM-1","chic1270","mM","lushʼ-kǐ","m","M",NA,NA,NA
"2323","p_morgan1871chickasachic1270-mF-1","chic1270","mF","amgʼ-kǐ","m","F",NA,NA,NA
"2324","p_morgan1871choctaw1choc1276-mM-1","choc1276","mM","ushʼ-kǐ","m","M",NA,NA,NA
"2325","p_morgan1871choctaw1choc1276-mF-1","choc1276","mF","aʼ-kǐ","m","F",NA,NA,NA
"2326","p_morgan1871choctaw2choc1276-mM-1","choc1276","mM","ushʼ-kǐ","m","M",NA,NA,NA
"2327","p_morgan1871choctaw2choc1276-mF-1","choc1276","mF","aʼ-kǐ","m","F",NA,NA,NA
"2328","p_morgan1871creekcree1270-mM-1","cree1270","mM","chutchʼ-ke","m","M",NA,NA,NA
"2329","p_morgan1871creekcree1270-mF-1","cree1270","mF","chuhlʼ-ke","m","F",NA,NA,NA
"2330","p_morgan1871crowcrow1244-mM-1","crow1244","mM","eʼ-ke-äʼ","m","M",NA,NA,NA
"2331","p_morgan1871crowcrow1244-mF-1","crow1244","mF","ah-hˑaʼ","m","F",NA,NA,NA
"2332","p_morgan1871dakotablackfootlako1247-mM-1","lako1247","mM","eʼ-nah","m","M",NA,NA,NA
"2333","p_morgan1871dakotablackfootlako1247-mF-1","lako1247","mF","ah-taʼ","m","F",NA,NA,NA
"2334","p_morgan1871dakotabrulebrul1239-mM-1","brul1239","mM","eʼ-nah","m","M",NA,NA,NA
"2335","p_morgan1871dakotabrulebrul1239-mF-1","brul1239","mF","ah-taʼ","m","F",NA,NA,NA
"2336","p_morgan1871dakotaisauntiedako1258-mM-1","dako1258","mM","e-nahʼ","m","M",NA,NA,NA
"2337","p_morgan1871dakotaisauntiedako1258-mF-1","dako1258","mF","at-tayʼ","m","F",NA,NA,NA
"2338","p_morgan1871dakotaogalallalako1247-mM-1","lako1247","mM","eʼ-nah","m","M",NA,NA,NA
"2339","p_morgan1871dakotaogalallalako1247-mF-1","lako1247","mF","ah-taʼ","m","F",NA,NA,NA
"2340","p_morgan1871dakotasissetondako1258-mM-1","dako1258","mM","enʼ-nä","m","M",NA,NA,NA
"2341","p_morgan1871dakotasissetondako1258-mF-1","dako1258","mF","ah-taʼ","m","F",NA,NA,NA
"2342","p_morgan1871dakotauncpapalako1247-mM-1","lako1247","mM","eʼ-nah","m","M",NA,NA,NA
"2343","p_morgan1871dakotauncpapalako1247-mF-1","lako1247","mF","ah-taʼ","m","F",NA,NA,NA
"2344","p_morgan1871dakotayanktondako1258-mM-1","dako1258","mM","eʼ-nah","m","M",NA,NA,NA
"2345","p_morgan1871dakotayanktondako1258-mF-1","dako1258","mF","ah-täʼ","m","F",NA,NA,NA
"2346","p_morgan1871dakotayanktonaisdako1258-mM-1","dako1258","mM","eʼ-nah","m","M",NA,NA,NA
"2347","p_morgan1871dakotayanktonaisdako1258-mF-1","dako1258","mF","ah-taʼ","m","F",NA,NA,NA
"2348","p_morgan1871grandpawneepawn1254-mF-1","pawn1254","mF","ah-teʼ-ase","m","F",NA,NA,NA
"2349","p_morgan1871grandpawneepawn1254-mM-1","pawn1254","mM","a-teʼ-rǎ","m","M",NA,NA,NA
"2350","p_morgan1871hareindiansortanatinnehare1243-mF-1","hare1243","mF","sa-täʼ","m","F",NA,NA,NA
"2351","p_morgan1871hareindiansortanatinnehare1243-mM-1","hare1243","mM","enʼ-de","m","M",NA,NA,NA
"2352","p_morgan1871iowaiowa1245-mM-1","iowa1245","mM","heenʼ-nä","m","M",NA,NA,NA
"2353","p_morgan1871iowaiowa1245-mF-1","iowa1245","mF","heenʼ-kä","m","F",NA,NA,NA
"2354","p_morgan1871japanesejapa1256-mM-1","japa1256","mM","o-ka-tsan","m","M",NA,NA,NA
"2355","p_morgan1871japanesejapa1256-mM-2","japa1256","mM","hä-hä","m","M",NA,NA,NA
"2356","p_morgan1871japanesejapa1256-mF-1","japa1256","mF","o-to'tsang","m","F",NA,NA,NA
"2357","p_morgan1871japanesejapa1256-mF-2","japa1256","mF","tsee-tsee","m","F",NA,NA,NA
"2358","p_morgan1871kalaallisuteskimogreenlandkala1399-mM-1","kala1399","mM","an-â-na-ga","m","M",NA,NA,NA
"2359","p_morgan1871kalaallisuteskimogreenlandkala1399-mM-2","kala1399","mM","ar-na-ra","m","M",NA,NA,NA
"2360","p_morgan1871kalaallisuteskimogreenlandkala1399-mF-1","kala1399","mF","a-tâ-ta-ga","m","F",NA,NA,NA
"2361","p_morgan1871kalaallisuteskimogreenlandkala1399-mF-2","kala1399","mF","aug-u-ti-ga","m","F",NA,NA,NA
"2362","p_morgan1871kawkans1243-mM-1","kans1243","mM","eʼ-naw","m","M",NA,NA,NA
"2363","p_morgan1871kawkans1243-mF-1","kans1243","mF","e-däʼ-je","m","F",NA,NA,NA
"2364","p_morgan1871kootenaykute1249-mM-1","kute1249","mM","kam-ä","m","M",NA,NA,NA
"2365","p_morgan1871kootenaykute1249-mF-1","kute1249","mF","kä-taʼ-to","m","F",NA,NA,NA
"2366","p_morgan1871kutchinorlouchieuxgwic1235-mF-1","gwic1235","mF","te-͡anghʼ","m","F",NA,NA,NA
"2367","p_morgan1871kutchinorlouchieuxgwic1235-mM-1","gwic1235","mM","en-naʼ","m","M",NA,NA,NA
"2368","p_morgan1871kutchinorlouchieuxgwic1235-mM-2","gwic1235","mM","na-aingh","m","M",NA,NA,NA
"2369","p_morgan1871lagunawest2632-mM-1","west2632","mM","niʼ-ya","m","M",NA,NA,NA
"2370","p_morgan1871lagunawest2632-mF-1","west2632","mF","nishʼ-te-ǎ","m","F",NA,NA,NA
"2371","p_morgan1871mandanmand1446-mF-1","mand1446","mF","tä-tayʼ","m","F",NA,NA,NA
"2372","p_morgan1871mandanmand1446-mM-1","mand1446","mM","nä-aʼ","m","M",NA,NA,NA
"2373","p_morgan1871minnitareehida1246-mF-1","hida1246","mF","tä-taʼ","m","F",NA,NA,NA
"2374","p_morgan1871minnitareehida1246-mM-1","hida1246","mM","ihʼ-kä","m","M",NA,NA,NA
"2375","p_morgan1871mohawkmoha1258-mF-1","moha1258","mF","lä-ga-neʼ-hä","m","F",NA,NA,NA
"2376","p_morgan1871mohawkmoha1258-mM-1","moha1258","mM","ah-ga-neseʼ-hä","m","M",NA,NA,NA
"2377","p_morgan1871mountaincherokeecher1273-mM-1","cher1273","mM","ah-gidʼ-ze","m","M",NA,NA,NA
"2378","p_morgan1871mountaincherokeecher1273-mF-1","cher1273","mF","ah-ge-doʼ-dä","m","F",NA,NA,NA
"2379","p_morgan1871omahaomah1247-mF-1","omah1247","mF","in-däʼ-de","m","F",NA,NA,NA
"2380","p_morgan1871omahaomah1247-mM-1","omah1247","mM","eʼ-näʼ-ha","m","M",NA,NA,NA
"2381","p_morgan1871oneidaonei1249-mF-1","onei1249","mF","läʼ-ga-nih","m","F",NA,NA,NA
"2382","p_morgan1871oneidaonei1249-mM-1","onei1249","mM","ahk-noleʼ-hä","m","M",NA,NA,NA
"2383","p_morgan1871onondagaonon1246-mF-1","onon1246","mF","kuh-ne-häʼ","m","F",NA,NA,NA
"2384","p_morgan1871onondagaonon1246-mM-1","onon1246","mM","ah-ge-noʼ-hä","m","M",NA,NA,NA
"2385","p_morgan1871osageosag1243-mF-1","osag1243","mF","in-täʼ-che","m","F",NA,NA,NA
"2386","p_morgan1871osageosag1243-mM-1","osag1243","mM","in-nahʼ","m","M",NA,NA,NA
"2387","p_morgan1871otoeotoo1241-mF-1","otoo1241","mF","hinʼ-kä","m","F",NA,NA,NA
"2388","p_morgan1871otoeotoo1241-mM-1","otoo1241","mM","heʼ-nah","m","M",NA,NA,NA
"2389","p_morgan1871punkaponc1241-mF-1","ponc1241","mF","tä-deʼ-ha","m","F",NA,NA,NA
"2390","p_morgan1871punkaponc1241-mF-2","ponc1241","mF","wä-we-tä","m","F",NA,NA,NA
"2391","p_morgan1871punkaponc1241-mM-1","ponc1241","mM","näʼ-hä","m","M",NA,NA,NA
"2392","p_morgan1871redknifeortalsoteenadogr1252-mF-1","dogr1252","mF","set-häʼ","m","F",NA,NA,NA
"2393","p_morgan1871redknifeortalsoteenadogr1252-mM-1","dogr1252","mM","a-naʼ","m","M",NA,NA,NA
"2394","p_morgan1871republicanpawneepawn1254-mM-1","pawn1254","mM","ah-teʼ-rä","m","M",NA,NA,NA
"2395","p_morgan1871republicanpawneepawn1254-mF-1","pawn1254","mF","ah-teʼ-is","m","F",NA,NA,NA
"2396","p_morgan1871senecasene1264-mM-1","sene1264","mM","no-yehʼ","m","M",NA,NA,NA
"2397","p_morgan1871senecasene1264-mF-1","sene1264","mF","häʼ-nih","m","F",NA,NA,NA
"2398","p_morgan1871slavelakeindiansorachaotinneslav1253-mF-1","slav1253","mF","sa-täʼ","m","F",NA,NA,NA
"2399","p_morgan1871slavelakeindiansorachaotinneslav1253-mM-1","slav1253","mM","nain-gukʼ","m","M",NA,NA,NA
"2400","p_morgan1871tabascochontalchontaltabascotaba1266-mF-1","taba1266","mF","ku-pǎp","m","F",NA,NA,NA
"2401","p_morgan1871tabascochontalchontaltabascotaba1266-mM-1","taba1266","mM","ku-nǎ","m","M",NA,NA,NA
"2402","p_morgan1871tesuquetesu1245-mF-1","tesu1245","mF","no-vi-sen-do","m","F",NA,NA,NA
"2403","p_morgan1871tesuquetesu1245-mF-2","tesu1245","mF","ta-ra","m","F",NA,NA,NA
"2404","p_morgan1871tesuquetesu1245-mM-1","tesu1245","mM","no-vi-ca","m","M",NA,NA,NA
"2405","p_morgan1871tukuthegwic1235-mF-1","gwic1235","mF","teh-yǎn","m","F",NA,NA,NA
"2406","p_morgan1871tukuthegwic1235-mM-1","gwic1235","mM","nu-han","m","M",NA,NA,NA
"2407","p_morgan1871tuscaroratusc1257-mM-1","tusc1257","mM","ohʼ-nä","m","M",NA,NA,NA
"2408","p_morgan1871tuscaroratusc1257-mF-1","tusc1257","mF","ahk-reʼ-ah","m","F",NA,NA,NA
"2409","p_morgan1871twomountainiroquioslaur1250-mF-1","laur1250","mF","lä-ga-neʼ-hä","m","F",NA,NA,NA
"2410","p_morgan1871twomountainiroquioslaur1250-mM-1","laur1250","mM","ah-ga-neseʼ-tä-hä","m","M",NA,NA,NA
"2411","p_morgan1871westerncanadianinuktituteskimowestofhudsonsbaywest2618-mF-1","west2618","mF","ahˑ-tä-tǎ-kǎ","m","F",NA,NA,NA
"2412","p_morgan1871westerncanadianinuktituteskimowestofhudsonsbaywest2618-mM-1","west2618","mM","a-näʼ-nǎ-kwǎ","m","M",NA,NA,NA
"2413","p_morgan1871winnebagoewinn1245-mM-1","winn1245","mM","nä-neʼ-kä","m","M",NA,NA,NA
"2414","p_morgan1871winnebagoewinn1245-mM-2","winn1245","mM","e-oo-neʼ","m","M",NA,NA,NA
"2415","p_morgan1871winnebagoewinn1245-mF-1","winn1245","mF","chä-jeʼ-kä","m","F",NA,NA,NA
"2416","p_morgan1871winnebagoewinn1245-mF-2","winn1245","mF","e-unʼ-cha","m","F",NA,NA,NA
"2417","p_morgan1871wyandotewyan1247-mF-1","wyan1247","mF","hi-eseʼ-tǎ","m","F",NA,NA,NA
"2418","p_morgan1871wyandotewyan1247-mM-1","wyan1247","mM","ah-nǎʼ-uh","m","M",NA,NA,NA
"2419","p_morgan1871yakamayaki1237-mF-1","yaki1237","mF","nä-tooʼ-tas","m","F",NA,NA,NA
"2420","p_morgan1871yakamayaki1237-mF-2","yaki1237","mF","pe-shitʼ","m","F",NA,NA,NA
"2421","p_morgan1871yakamayaki1237-mM-1","yaki1237","mM","nä-eetʼ-las","m","M",NA,NA,NA
"2422","p_morgan1871yakamayaki1237-mM-2","yaki1237","mM","pe-chagh","m","M",NA,NA,NA
"2423","v_mosetenchimanemose1249-mF-1","mose1249","mF","tata","m","F",NA,NA,NA
"2424","v_mosetenchimanemose1249-mF-2","mose1249","mF","ata","m","F",NA,NA,NA
"2425","v_mosetenchimanemose1249-mM-1","mose1249","mM","nonoʔ","m","M",NA,NA,NA
"2426","v_movimamovi1243-mF-1","movi1243","mF","paʔa","m","F",NA,NA,NA
"2427","v_movimamovi1243-mM-1","movi1243","mM","maʔa","m","M",NA,NA,NA
"2428","v_muiscachibchachib1270-mF-1","chib1270","mF","paba","m","F",NA,NA,NA
"2429","v_muiscachibchachib1270-mF-2","chib1270","mF","pabi","m","F",NA,NA,NA
"2430","v_muiscachibchachib1270-mM-1","chib1270","mM","guaia","m","M",NA,NA,NA
"2431","p_murrinhpathamurr1258-mF-1","murr1258","mF","jile","m","F",NA,NA,NA
"2432","p_murrinhpathamurr1258-mM-1","murr1258","mM","kale","m","M",NA,NA,NA
"2433","p_namanama1266-mF-1","nama1266","mF","afè","m","F",NA,NA,NA
"2434","p_namanama1266-mM-1","nama1266","mM","amè","m","M",NA,NA,NA
"2435","p_nambonamb1293-mF-1","namb1293","mF","deve","m","F",NA,NA,NA
"2436","p_nambonamb1293-mM-1","namb1293","mM","ama","m","M",NA,NA,NA
"2437","v_navajonava1243-mF-1","nava1243","mF","shizhb'k","m","F",NA,NA,NA
"2438","v_navajonava1243-mM-1","nava1243","mM","shimá","m","M",NA,NA,NA
"2439","p_negwayagwoiayagw1240-mF-1","yagw1240","mF","kane","m","F",NA,NA,NA
"2440","p_negwayagwoiayagw1240-mM-1","yagw1240","mM","kanei","m","M",NA,NA,NA
"2441","p_nemeneme1244-mF-1","neme1244","mF","deve","m","F",NA,NA,NA
"2442","p_nemeneme1244-mM-1","neme1244","mM","ama","m","M",NA,NA,NA
"2443","p_nennenn1238-mF-1","nenn1238","mF","dede","m","F",NA,NA,NA
"2444","p_nennenn1238-mM-1","nenn1238","mM","ama","m","M",NA,NA,NA
"2445","p_nennenn1238a-mF-1","nenn1238","mF","dede","m","F",NA,NA,NA
"2446","p_nennenn1238a-mM-1","nenn1238","mM","ama","m","M",NA,NA,NA
"2447","v_nets1241-mF-1","nets1241","mF","apak","m","F",NA,NA,NA
"2448","v_nets1241-mM-1","nets1241","mM","amaama","m","M",NA,NA,NA
"2449","v_ninamnina1238-mF-1","nina1238","mF","popa-ye","m","F",NA,NA,NA
"2450","v_ninamnina1238-mM-1","nina1238","mM","naa-ye","m","M",NA,NA,NA
"2451","v_nivacleniva1238-mF-1","niva1238","mF","-tata","m","F",NA,NA,NA
"2452","v_nivacleniva1238-mM-1","niva1238","mM","-mimi","m","M",NA,NA,NA
"2453","v_northeasternmaidunort2952-mF-1","nort2952","mF","bekûm","m","F",NA,NA,NA
"2454","v_northeasternmaidunort2952-mM-1","nort2952","mM","nen","m","M",NA,NA,NA
"2455","v_northernemberanort2972-mF-1","nort2972","mF","zeze","m","F",NA,NA,NA
"2456","v_northernemberanort2972-mM-1","nort2972","mM","papa","m","M",NA,NA,NA
"2457","v_northernhaidanort2938-mF-1","nort2938","mF","ˁkuŋ","m","F",NA,NA,NA
"2458","v_northernhaidanort2938-mF-2","nort2938","mF","hatáa","m","F",NA,NA,NA
"2459","v_northernhaidanort2938-mF-3","nort2938","mF","ˁxáat","m","F",NA,NA,NA
"2460","v_northernhaidanort2938-mM-1","nort2938","mM","aw","m","M",NA,NA,NA
"2461","v_northernpomonort2966-mF-1","nort2966","mF","ame'e","m","F",NA,NA,NA
"2462","v_northernpomonort2966-mM-1","nort2966","mM","ate","m","M",NA,NA,NA
"2463","v_northwesternmaidunort2951-mF-1","nort2951","mF","kuli","m","F",NA,NA,NA
"2464","v_northwesternmaidunort2951-mM-1","nort2951","mM","konti","m","M",NA,NA,NA
"2465","v_nort2944-mF-1","nort2944","mF","apa","m","F",NA,NA,NA
"2466","v_nort2944-mM-1","nort2944","mM","aaka","m","M",NA,NA,NA
"2467","v_nuuchahnulthnuuc1236-mF-1","nuuc1236","mF","nˀowˀi-","m","F",NA,NA,NA
"2468","v_nuuchahnulthnuuc1236-mF-2","nuuc1236","mF","nˀowˀiˑqso","m","F",NA,NA,NA
"2469","v_nuuchahnulthnuuc1236-mF-3","nuuc1236","mF","taˑta","m","F",NA,NA,NA
"2470","v_nuuchahnulthnuuc1236-mM-1","nuuc1236","mM","ʔomʔa-","m","M",NA,NA,NA
"2471","v_nuuchahnulthnuuc1236-mM-2","nuuc1236","mM","ʔomʔiˑqso","m","M",NA,NA,NA
"2472","p_nyulnyulnyul1247-mF-1","nyul1247","mF","iibal","m","F",NA,NA,NA
"2473","p_nyulnyulnyul1247-mF-2","nyul1247","mF","kaal","m","F",NA,NA,NA
"2474","p_nyulnyulnyul1247-mF-3","nyul1247","mF","kuburl","m","F",NA,NA,NA
"2475","p_nyulnyulnyul1247-mF-4","nyul1247","mF","kuul","m","F",NA,NA,NA
"2476","p_nyulnyulnyul1247-mM-1","nyul1247","mM","birray","m","M",NA,NA,NA
"2477","p_nyulnyulnyul1247-mM-2","nyul1247","mM","wunyjub","m","M",NA,NA,NA
"2478","p_pagupagu1249-mF-1","pagu1249","mF","aja","m","F",NA,NA,NA
"2479","p_pagupagu1249-mM-1","pagu1249","mM","aila","m","M",NA,NA,NA
"2480","v_pilagapila1245-mF-1","pila1245","mF","le-tʔa","m","F",NA,NA,NA
"2481","v_pilagapila1245-mM-1","pila1245","mM","l-atʔe","m","M",NA,NA,NA
"2482","v_puinavepuin1248-mF-1","puin1248","mF","-i","m","F",NA,NA,NA
"2483","v_puinavepuin1248-mM-1","puin1248","mM","-in","m","M",NA,NA,NA
"2484","v_pumepume1238-mF-1","pume1238","mF","amãĩ","m","F",NA,NA,NA
"2485","v_pumepume1238-mM-1","pume1238","mM","aĩ ~ eĩ","m","M",NA,NA,NA
"2486","v_paezpaez1247-mF-1","paez1247","mF","tata","m","F",NA,NA,NA
"2487","v_paezpaez1247-mF-2","paez1247","mF","ney","m","F",NA,NA,NA
"2488","v_paezpaez1247-mM-1","paez1247","mM","mama","m","M",NA,NA,NA
"2489","v_qawasquarqawa1238-mF-1","qawa1238","mF","c̷ewal","m","F",NA,NA,NA
"2490","v_qawasquarqawa1238-mM-1","qawa1238","mM","c̷ap","m","M",NA,NA,NA
"2491","v_quechanquec1382-mF-1","quec1382","mF","nyakó","m","F",NA,NA,NA
"2492","v_quechanquec1382-mF-2","quec1382","mF","u.xamí.","m","F",NA,NA,NA
"2493","v_quechanquec1382-mF-3","quec1382","mF","nyaxu.márv","m","F",NA,NA,NA
"2494","v_quechanquec1382-mM-1","quec1382","mM","antáy","m","M",NA,NA,NA
"2495","p_riantanarian1263-mF-1","rian1263","mF","ad̪a","m","F",NA,NA,NA
"2496","p_riantanarian1263-mM-1","rian1263","mM","muka","m","M",NA,NA,NA
"2497","p_rotokasroto1249-mF-1","roto1249","mF","aite","m","F",NA,NA,NA
"2498","p_rotokasroto1249-mM-1","roto1249","mM","aako","m","M",NA,NA,NA
"2499","v_sanapanasana1298-mF-1","sana1298","mF","taata eŋak","m","F",NA,NA,NA
"2500","v_sanapanasana1298-mF-2","sana1298","mF","aŋyaap","m","F",NA,NA,NA
"2501","v_sanapanasana1298-mM-1","sana1298","mM","meeme eŋak","m","M",NA,NA,NA
"2502","v_sanapanasana1298-mM-2","sana1298","mM","aŋkenˀ","m","M",NA,NA,NA
"2503","v_selknamonaa1245-mF-1","onaa1245","mF","ʔàynn","m","F",NA,NA,NA
"2504","v_selknamonaa1245-mM-1","onaa1245","mM","ahm","m","M",NA,NA,NA
"2505","v_seriseri1257-mF-1","seri1257","mF","-ai","m","F",NA,NA,NA
"2506","v_seriseri1257-mF-2","seri1257","mF","-am","m","F",NA,NA,NA
"2507","v_seriseri1257-mM-1","seri1257","mM","-ata","m","M",NA,NA,NA
"2508","v_shastashas1239-mF-1","shas1239","mF","ata","m","F",NA,NA,NA
"2509","v_shastashas1239-mM-1","shas1239","mM","ani","m","M",NA,NA,NA
"2510","v_sionsion1247-mF-1","sion1247","mF","taita","m","F",NA,NA,NA
"2511","v_sionsion1247-mF-2","sion1247","mF","haʔkɨ","m","F",NA,NA,NA
"2512","v_sionsion1247-mM-1","sion1247","mM","haʔko","m","M",NA,NA,NA
"2513","v_sionsion1247-mM-2","sion1247","mM","pɨʔka-kˀo","m","M",NA,NA,NA
"2514","p_sougbmani1235-mF-1","mani1235","mF","indina","m","F",NA,NA,NA
"2515","p_sougbmani1235-mM-1","mani1235","mM","indim","m","M",NA,NA,NA
"2516","v_southerncoastaltsimshiannucl1649-mF-1","nucl1649","mF","aap","m","F",NA,NA,NA
"2517","v_southerncoastaltsimshiannucl1649-mF-2","nucl1649","mF","aab-","m","F",NA,NA,NA
"2518","v_southerncoastaltsimshiannucl1649-mF-3","nucl1649","mF","pˀaʔa","m","F",NA,NA,NA
"2519","v_southerncoastaltsimshiannucl1649-mF-4","nucl1649","mF","gwat","m","F",NA,NA,NA
"2520","v_southerncoastaltsimshiannucl1649-mF-5","nucl1649","mF","nagwaat","m","F",NA,NA,NA
"2521","v_southerncoastaltsimshiannucl1649-mM-1","nucl1649","mM","nay","m","M",NA,NA,NA
"2522","v_southerncoastaltsimshiannucl1649-mM-2","nucl1649","mM","noo","m","M",NA,NA,NA
"2523","p_sukisuki1245-mF-1","suki1245","mF","ˈabi","m","F",NA,NA,NA
"2524","p_sukisuki1245-mM-1","suki1245","mM","ˈamu","m","M",NA,NA,NA
"2525","v_tehuelchetehu1242-mF-1","tehu1242","mF","y-ānkˀo","m","F",NA,NA,NA
"2526","v_tehuelchetehu1242-mM-1","tehu1242","mM","y-ān","m","M",NA,NA,NA
"2527","p_teiwateiw1235-mF-1","teiw1235","mF","-oma'","m","F",NA,NA,NA
"2528","p_teiwateiw1235-mM-1","teiw1235","mM","-xala'","m","M",NA,NA,NA
"2529","p_tidoreversion1tido1248-mF-1","tido1248","mF","papa","m","F",NA,NA,NA
"2530","p_tidoreversion1tido1248-mM-1","tido1248","mM","jaja","m","M",NA,NA,NA
"2531","p_tidoreversion2tido1248a-mF-1","tido1248","mF","papa","m","F",NA,NA,NA
"2532","p_tidoreversion2tido1248a-mM-1","tido1248","mM","jaja","m","M",NA,NA,NA
"2533","v_tlingittlin1245-mF-1","tlin1245","mF","-éeš","m","F",NA,NA,NA
"2534","v_tlingittlin1245-mM-1","tlin1245","mM","-tláa","m","M",NA,NA,NA
"2535","v_tobatoba1269-mF-1","toba1269","mF","l-taʔa","m","F",NA,NA,NA
"2536","v_tobatoba1269-mM-1","toba1269","mM","l-ateʔe","m","M",NA,NA,NA
"2537","v_tobatoba1269-mF-2","toba1269","mF","ita'a","m","F",NA,NA,NA
"2538","v_tobatoba1269-mM-2","toba1269","mM","ỹate'e","m","M",NA,NA,NA
"2539","v_tolowatolo1259-mF-1","tolo1259","mF","ta","m","F",NA,NA,NA
"2540","v_tolowatolo1259-mM-1","tolo1259","mM","kaka","m","M",NA,NA,NA
"2541","v_trumaitrum1247-mF-1","trum1247","mF","-ao","m","F",NA,NA,NA
"2542","v_trumaitrum1247-mM-1","trum1247","mM","-atle","m","M",NA,NA,NA
"2543","v_tsafikicolo1249-mF-1","colo1249","mF","ʔaʰ'pa","m","F",NA,NA,NA
"2544","v_tsafikicolo1249-mM-1","colo1249","mM","ʔa'yã","m","M",NA,NA,NA
"2545","v_tucanotuca1252-mF-1","tuca1252","mF","yeé pajké","m","F",NA,NA,NA
"2546","v_tucanotuca1252-mM-1","tuca1252","mM","yeé pajkó","m","M",NA,NA,NA
"2547","p_tucanoanbarawaim1255-mM-1","waim1255","mM","kako","m","M",NA,NA,NA
"2548","p_tucanoanbarawaim1255-mF-1","waim1255","mF","kakü","m","F",NA,NA,NA
"2549","v_tuyucatuyu1244-mF-1","tuyu1244","mF","pa'kɨ","m","F",NA,NA,NA
"2550","v_tuyucatuyu1244-mM-1","tuyu1244","mM","pa'ko","m","M",NA,NA,NA
"2551","v_tzeltaltzel1254-mF-1","tzel1254","mF","tat","m","F",NA,NA,NA
"2552","v_tzeltaltzel1254-mM-1","tzel1254","mM","nan","m","M",NA,NA,NA
"2553","v_tzeltaltzel1254-mM-2","tzel1254","mM","me'","m","M",NA,NA,NA
"2554","v_wailakiwail1244-mF-1","wail1244","mF","ta","m","F",NA,NA,NA
"2555","v_wailakiwail1244-mM-1","wail1244","mM","ne","m","M",NA,NA,NA
"2556","p_wambayawamb1258-mF-1","wamb1258","mF","irda","m","F",NA,NA,NA
"2557","p_wambayawamb1258-mM-1","wamb1258","mM","gujinganjarda","m","M",NA,NA,NA
"2558","p_wambayawamb1258-mM-2","wamb1258","mM","gujinya","m","M",NA,NA,NA
"2559","v_waoraniwaor1240-mF-1","waor1240","mF","bæ̃po","m","F",NA,NA,NA
"2560","v_waoraniwaor1240-mM-1","waor1240","mM","badã","m","M",NA,NA,NA
"2561","v_wappowapp1239-mF-1","wapp1239","mF","aiya","m","F",NA,NA,NA
"2562","v_wappowapp1239-mF-2","wapp1239","mF","olo","m","F",NA,NA,NA
"2563","v_wappowapp1239-mM-1","wapp1239","mM","na'a","m","M",NA,NA,NA
"2564","v_wappowapp1239-mM-2","wapp1239","mM","hama","m","M",NA,NA,NA
"2565","v_wariwari1268-mF-1","wari1268","mF","te","m","F",NA,NA,NA
"2566","v_wariwari1268-mM-1","wari1268","mM","naʔ","m","M",NA,NA,NA
"2567","p_wartathuntaigunt1241-mF-1","gunt1241","mF","ngam","m","F",NA,NA,NA
"2568","p_wartathuntaigunt1241-mM-1","gunt1241","mM","ngam","m","M",NA,NA,NA
"2569","p_wersingwers1238-mF-1","wers1238","mF","-pa","m","F",NA,NA,NA
"2570","p_wersingwers1238-mM-1","wers1238","mM","-ya","m","M",NA,NA,NA
"2571","v_westernapachewest2615-mF-1","west2615","mF","cìtàˑ","m","F",NA,NA,NA
"2572","v_westernapachewest2615-mM-1","west2615","mM","cìmáˑ","m","M",NA,NA,NA
"2573","p_westernpantarlamm1241-mF-1","lamm1241","mF","-iar","m","F",NA,NA,NA
"2574","p_westernpantarlamm1241-mM-1","lamm1241","mM","-iu","m","M",NA,NA,NA
"2575","v_wichiwich1264-mF-1","wich1264","mF","-hʷ'ča","m","F",NA,NA,NA
"2576","v_wichiwich1264-mM-1","wich1264","mM","-ku","m","M",NA,NA,NA
"2577","p_wipiwipi1242-mF-1","wipi1242","mF","b'u","m","F",NA,NA,NA
"2578","p_wipiwipi1242-mM-1","wipi1242","mM","mog","m","M",NA,NA,NA
"2579","p_xibexibe1242-mF-1","xibe1242","mF","ame'","m","F",NA,NA,NA
"2580","p_xibexibe1242-mM-1","xibe1242","mM","eni'","m","M",NA,NA,NA
"2581","v_yamanayama1264-mF-1","yama1264","mF","imu","m","F",NA,NA,NA
"2582","v_yamanayama1264-mF-2","yama1264","mF","tapwin","m","F",NA,NA,NA
"2583","v_yamanayama1264-mM-1","yama1264","mM","tapi","m","M",NA,NA,NA
"2584","v_yanomamiyano1262-mF-1","yano1262","mF","ha-yə","m","F",NA,NA,NA
"2585","v_yanomamiyano1262-mM-1","yano1262","mM","na-yə","m","M",NA,NA,NA
"2586","p_yeleyelidnyeyele1255-mF-1","yele1255","mF","mî","m","F",NA,NA,NA
